genre,id,title,rating,production_countries,budget,revenue,imdb_ids,Plot
Comedy,843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,7.7,['US'],0,0,tt14903892,"The movie involves Scooby-Doo and his friends finding a strange object in the middle of Nowhere, Kansas, the backwoods hometown of Courage and his owners, Eustace and Muriel Bagge."
Comedy,15265,The Red Balloon,7.7,['FR'],0,48980,tt0048980,A red balloon with a mind of its own follows a little boy around the streets of Paris.
Comedy,2108,The Breakfast Club,7.736,['US'],1000000,51525171,tt0088847,Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought.
Comedy,25253,Crooks in Clover,7.733,"['FR', 'DE', 'IT']",0,0,tt0057591,"A dying mob boss hands over his business to an old friend, Fernand. The boss' assistants want to get rid of the latter. But are the Volfoni brothers and Théo real threats? Ensuing fights and shootouts are more comical than deadly."
Comedy,11902,Underground,7.7,"['YU', 'CZ', 'FR', 'DE']",14000000,0,tt0114787,"Two underground black marketeers, Marko and Blacky, sell weapons to the Communist resistance in wartime Belgrade, living the good life along the way."
Comedy,203217,My Mom Is a Character,7.73,['BR'],2000000,20552094,tt2464018,"After another spat with her kids, Dona Hermínia decides to take some time off from them and hides away in her aunt's house, where she reminisces about her kids in an age when they still needed her."
Comedy,525,The Blues Brothers,7.73,['US'],27000000,115229890,tt0080455,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&amp;B band and save the Catholic home where the two were raised, outrunning the police as they tear through ..."
Comedy,177572,Big Hero 6,7.729,['US'],165000000,657870525,tt2245084,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
Comedy,49687,Marriage Italian Style,7.7,"['IT', 'FR']",0,12800000,tt0058335,Wealthy businessman Domenico and penniless prostitute Filumena share a large part of their lives in post-WWII Italy.
Comedy,369299,Don't Blame the Kid,7.7,['MX'],0,0,tt5538800,"After becoming pregnant from a one-night stand with an immature young unemployed bachelor, Maru is determined to follow tradition and marry him anyway."
Comedy,486589,Red Shoes and the Seven Dwarfs,7.724,['KR'],0,10054356,tt4429160,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy. A parody with a twist."
Comedy,696,Manhattan,7.722,['US'],9000000,40194067,tt0079522,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
Comedy,22596,Safety Last!,7.7,['US'],121000,1500000,tt0014429,A boy leaves his small country town and heads to the big city to get a job. As soon as he makes it big his sweetheart will join him and marry him. His enthusiasm to get ahead leads to some interesting adventures.
Comedy,939243,Sonic the Hedgehog 3,7.7,"['US', 'JP']",122000000,486018457,tt18259086,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance."
Comedy,234200,Pride,7.712,"['FR', 'GB']",0,16700000,tt3169706,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.
Comedy,48831,My Night at Maud's,7.7,['FR'],0,0,tt0064612,"A devout Catholic man's rigid principles are challenged during a one-night stay with Maud, a divorced woman with an outsize personality."
Comedy,656563,Rich in Love,7.7,['BR'],0,0,tt10329566,"Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control."
Comedy,297222,PK,7.71,['IN'],13000000,118920000,tt2338151,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religious views on people.
Comedy,30588,Monsieur Verdoux,7.7,['US'],2000000,0,tt0039631,"A suave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards."
Comedy,23832,For Love and Gold,7.7,"['FR', 'IT']",0,1314230,tt0060125,"A group of misfits, headed by an incompetent knight named Brancaleone, set out to reach the small town of Aurocastro so that their leader can take possession of the fief."
Comedy,770254,Back to the Outback,7.706,['US'],0,0,tt13575806,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback."
Comedy,40619,Day & Night,7.705,['US'],0,0,tt1620446,"Day encounters Night, a stranger of distinctly darker moods. But their suspicions soon turn to curiosity, and they are delighted to find the joys of their budding friendship."
Comedy,792307,Poor Things,7.7,"['IE', 'GB', 'US']",35000000,117607117,tt14230458,"An account of the fantastical evolution of Bella Baxter, a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter."
Comedy,1633,Fried Green Tomatoes,7.7,['US'],11000000,119400000,tt0101921,"Evelyn, an ordinary housewife, visits a nursing home and befriends the old lady Ninny. Together, they bond over stories from the past about two intrepid women of Whistle Stop Cafe."
Comedy,158,Knockin' on Heaven's Door,7.7,['DE'],0,0,tt0119472,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea."
Comedy,632,Stalag 17,7.694,['US'],1661530,0,tt0046359,"After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer."
Comedy,613868,Cousins,7.7,['BR'],0,0,tt10622790,"Reserved and solitary, young Lucas lives with his religious aunt in a tranquil country town. When his aunt charitably agrees to let his cousin, Mario, fresh out of jail, stay for a while, mischief and joy affect the whole little c..."
Comedy,13187,A Charlie Brown Christmas,7.693,['US'],96000,0,tt0059026,"Depressed at the commercialism he sees around him, Charlie Brown tries to find a deeper meaning to Christmas."
Comedy,773,Little Miss Sunshine,7.693,['US'],8000000,100523181,tt0449059,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.
Comedy,597316,My Little Pony: A New Generation,7.7,"['CA', 'IE']",0,4100000,tt10101702,"After the time of the Mane 6, Sunny--a young Earth Pony--and her new Unicorn friend Izzy explore their world and strive to restore Harmony to Equestria."
Comedy,83666,Moonrise Kingdom,7.684,['US'],16000000,68263166,tt1748122,"Two 12-year-olds, who live on an island, fall in love with each other and elope into the wilderness. While people set out on a search mission, a violent storm approaching them catches their attention."
Comedy,840430,The Holdovers,7.681,['US'],13000000,42513270,tt14849194,"A curmudgeonly instructor at a New England school remains on campus during Christmas break. He soon forms an unlikely bond with a brainy but damaged troublemaker, and with the school's cook, a woman who just lost a son in the Viet..."
Comedy,2433,The Young Girls of Rochefort,7.7,['FR'],0,0,tt0062873,"Two sisters leave their small seaside town of Rochefort in search of romance. Hired as carnival singers, one falls for an American musician, while the other must search for her ideal partner."
Comedy,522627,The Gentlemen,7.68,"['GB', 'US']",22000000,115171795,tt8367814,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
Comedy,869626,Marcel the Shell with Shoes On,7.7,['US'],6000000,6909209,tt15339456,A cash-strapped documentary maker decides to make his newest documentary about a mollusk shell he finds living in his Airbnb with his friends.
Comedy,375794,"No manches, Frida",7.678,['MX'],5000000,23500000,tt5259966,"Zequi, a recently released bank robber who goes to recover stolen money buried by his ditzy accomplice before going to jail."
Comedy,2493,The Princess Bride,7.678,['US'],16000000,30900000,tt0093779,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
Comedy,573171,Little Eggs: A Frozen Rescue,7.7,['MX'],0,0,tt8101238,"The movie centers on Toto's family journeying to the South Pole to return a polar bear and Spanish penguins home, facing obstacles that highlight the value of teamwork along the way."
Comedy,4808,Charade,7.7,['US'],4000000,13475000,tt0056923,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
Comedy,11787,Harvey,7.7,['US'],0,0,tt0042546,"A whimsical man is thought to be insane due to his insistence that he is best friends with an invisible, humanoid rabbit, but he may be wiser than anyone knows."
Comedy,10757,Kabhi Khushi Kabhie Gham,7.7,"['IN', 'GB']",0,0,tt0248126,"After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family."
Comedy,82702,How to Train Your Dragon 2,7.673,['US'],145000000,621537519,tt1646971,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
Comedy,508439,Onward,7.672,['US'],200000000,141940042,tt7146812,"Teenage elf brothers Ian and Barley embark on a magical quest to spend one more day with their late father. Like any good adventure, their journey is filled with cryptic maps, impossible obstacles and unimaginable discoveries."
Comedy,227932,My Mom Is a Character 2,7.7,['BR'],2000000,39195565,tt3212812,"After triumphing with her new TV show, Dona Hermínia must deal with the problems of her adult offspring as she realizes that they are leaving home. She must face the struggles of being a grandmother and welcoming her sister back t..."
Comedy,1075,"Black Cat, White Cat",7.67,"['YU', 'FR', 'DE']",0,0,tt0118843,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local ga...
Comedy,587272,Father There Is Only One,7.667,['ES'],3400000,15894372,tt9427166,A family father discovers how hard is care of his five children when his wife leaves him alone with them during a week of holidays.
Comedy,68,Brazil,7.666,"['GB', 'US']",15000000,9900000,tt0088846,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.
Comedy,11898,Kind Hearts and Coronets,7.665,['GB'],0,0,tt0041546,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.
Comedy,993,Sleuth,7.7,['GB'],3500000,5750000,tt0069281,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results."
Comedy,508933,Ricky Gervais: Humanity,7.656,['GB'],0,0,tt7830574,Live performance of British comedian Ricky Gervais filmed in London's Eventim Apollo.
Comedy,371645,Hunt for the Wilderpeople,7.656,"['NZ', 'GB']",2500000,23900000,tt4698684,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
Comedy,50531,Ask Me If I'm Happy,7.651,['IT'],0,0,tt0252985,"Giacomo meets Giovanni, his former best friend with whom he quarreled three years before. Giovanni persuades him to go visit their third friend Aldo, who is dying in Sicily; flashbacks tell their story: Aldo was the phantom in ope..."
Comedy,13929,Geri's Game,7.65,['US'],0,0,tt0131409,Geri sets up a chess game to play his greatest opponent - himself.
Crime,278,The Shawshank Redemption,8.7,['US'],25000000,28341469,tt0111161,"A banker convicted of uxoricide forms a friendship over a quarter century with a hardened convict, while maintaining his innocence and trying to remain hopeful through simple compassion."
Crime,238,The Godfather,8.689,['US'],6000000,245066411,tt0068646,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.
Crime,240,The Godfather Part II,8.57,['US'],13000000,102600000,tt0071562,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate."
Crime,155,The Dark Knight,8.519,"['GB', 'US']",185000000,1004558444,tt0468569,"When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness."
Crime,497,The Green Mile,8.506,['US'],60000000,286801374,tt0120689,"Paul Edgecomb, the head guard of a prison, meets an inmate, John Coffey, a black man who is accused of murdering two girls. His life changes drastically when he discovers that John has a special gift."
Crime,680,Pulp Fiction,8.489,['US'],8000000,213928762,tt0110912,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
Crime,769,GoodFellas,8.457,['US'],25000000,46800000,tt0099685,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito."
Crime,598,City of God,8.4,"['BR', 'FR', 'DE']",3300000,30641770,tt0317248,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
Crime,311,Once Upon a Time in America,8.415,['US'],30000000,5500000,tt0087843,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life."
Crime,807,Se7en,8.4,"['US', 'IT']",33000000,327311859,tt0114369,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
Crime,274,The Silence of the Lambs,8.345,['US'],19000000,272742922,tt0102926,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
Crime,12493,High and Low,8.3,['JP'],250000,0,tt0057565,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.
Crime,15804,A Brighter Summer Day,8.3,['TW'],0,0,tt0101985,"Based on a true story, primarily on a conflict between two youth gangs, a 14-year-old boy's girlfriend conflicts with the head of one gang for an unclear reason, until finally the conflict comes to a violent climax."
Crime,101,L??on: The Professional,8.303,['FR'],16000000,45284974,tt0110413,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
Crime,29259,Le Trou,8.3,['FR'],0,33187,tt0054407,Distrust and uncertainty arise when four long-term inmates cautiously induct a new prisoner into their elaborate prison-break scheme.
Crime,37257,Witness for the Prosecution,8.2,['US'],3000000,9000000,tt0051201,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.
Crime,185,A Clockwork Orange,8.187,['GB'],2200000,27033812,tt0066921,Alex DeLarge and his droogs barbarize a decaying near-future.
Crime,629,The Usual Suspects,8.175,['US'],6000000,23300000,tt0114814,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.
Crime,111,Scarface,8.161,['US'],25000000,66023329,tt0086250,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction."
Crime,1422,The Departed,8.2,"['HK', 'US']",90000000,291465000,tt0407887,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
Crime,475557,Joker,8.139,"['CA', 'US']",55000000,1078958629,tt7286456,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City."
Crime,103,Taxi Driver,8.1,['US'],1900000,28579636,tt0075314,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
Crime,575813,Better Days,8.1,"['CN', 'HK', 'GB']",0,225879065,tt9586294,"While she copes with the pressures of her final examinations, a bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants."
Crime,9702,Bound by Honor,8.128,['US'],35000000,4500000,tt0106469,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo."
Crime,500,Reservoir Dogs,8.12,['US'],1200000,2859750,tt0105236,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
Crime,996,Double Indemnity,8.1,['US'],927262,2500000,tt0036775,"An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator."
Crime,100,"Lock, Stock and Two Smoking Barrels",8.1,"['GB', 'US']",1350000,28356188,tt0120735,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt."
Crime,470044,The Hate U Give,8.105,['US'],23000000,34934009,tt5580266,"Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right."
Crime,24382,Big Deal on Madonna Street,8.1,['IT'],0,0,tt0052216,A motley quintet of inept small-time thieves attempt the burglary of a local pawnshop in this Italian farce.
Crime,146233,Prisoners,8.099,['US'],46000000,122126687,tt1392214,"Keller Dover is facing every parent's worst nightmare. His six-year-old daughter, Anna, is missing, together with her friend, Joy, and as minutes turn to hours, panic sets in. The only lead is an RV that had been parked on their s..."
Crime,239,Some Like It Hot,8.094,['US'],2883848,25000000,tt0053291,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
Crime,832,M,8.075,['DE'],0,35274,tt0022100,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt."
Crime,359940,"Three Billboards Outside Ebbing, Missouri",8.068,"['GB', 'US']",15000000,162729321,tt5027774,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
Crime,548,Rashomon,8.069,['JP'],250000,117668,tt0042876,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter."
Crime,550776,Believe Me: The Abduction of Lisa McVey,8.1,['CA'],0,0,tt9072202,"On the night she plans to take her own life, a 17-year-old girl is kidnapped and finds herself fighting to stay alive. She is released, but when she returns home, no one believes her story except for one detective."
Crime,15584,Dear Zachary: A Letter to a Son About His Father,8.052,['US'],0,0,tt1152758,A filmmaker decides to memorialize a murdered friend when his friend's ex-girlfriend announces she is expecting his son.
Crime,11423,Memories of Murder,8.1,['KR'],2800000,26000000,tt0353969,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
Crime,800,The Young and the Damned,8.0,['MX'],0,0,tt0042804,"A group of juvenile delinquents live a violent and crime-filled life in the festering slums of Mexico City, as the morals of young Pedro are gradually corrupted and destroyed by the others."
Crime,7347,Elite Squad,8.047,['BR'],4000000,14759148,tt0861739,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
Crime,106646,The Wolf of Wall Street,8.0,['US'],100000000,392000000,tt0993846,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
Crime,9277,The Sting,8.029,['US'],5500000,159616327,tt0070735,Two grifters team up to pull off the ultimate con.
Crime,521,Dial M for Murder,8.0,['US'],1400000,3000000,tt0046912,A former tennis star arranges the murder of his adulterous wife.
Crime,641,Requiem for a Dream,8.0,['US'],4500000,7390108,tt0180093,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.
Crime,414419,Kill Bill: The Whole Bloody Affair,8.0,"['JP', 'US']",55000000,0,tt6019206,"The Bride must kill her ex-boss and lover Bill who betrayed her at her wedding rehearsal, shot her in the head and took away her unborn daughter. But first, she must make the other four members of the Deadly Viper Assassination Sq..."
Crime,337404,Cruella,7.998,['US'],200000000,233503234,tt3228774,"During the 1970s London punk rock revolution, young grifter Estella transforms herself into the raucous, revenge-bent Cruella de Vil."
Crime,524,Casino,7.995,"['FR', 'US']",50000000,116112375,tt0112641,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite."
Crime,640,Catch Me If You Can,7.979,['US'],52000000,352114312,tt0264464,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
Crime,24,Kill Bill: Vol. 1,8.0,['US'],30000000,180906076,tt0266697,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
Crime,627,Trainspotting,7.962,['GB'],4000000,71981823,tt0117951,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends."
Crime,6977,No Country for Old Men,7.945,['US'],25000000,171627166,tt0477348,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.
Crime,1580,Rope,7.942,['US'],1500000,2200000,tt0040746,Two men try to convince themselves they've committed the perfect murder by hosting a dinner party after strangling a former classmate to death.
Crime,488623,Forgotten,7.936,['KR'],0,9968972,tt7057496,"Jin-seok, 21-year-old, moves into a new house with his family. One night, his beloved brother is kidnapped before his eyes. After long silence of 19 days, suddenly Yu-seok returns home. And soon Jin-seok feels Yu-seok is a total s..."
Crime,30017,Close-Up,7.936,['IR'],0,0,tt0100234,"The true story of Hossain Sabzian, a cinephile who impersonated the director Mohsen Makhmalbaf to convince a family they would star in his so-called new film."
Crime,1646,Freedom Writers,7.9,"['DE', 'US']",21000000,43095175,tt0463998,"Erin Gruwell, a young teacher in a racially divided Los Angeles school, inspires her class of at-risk students, deemed incapable of learning, to learn tolerance, apply themselves, and pursue education beyond high school."
Crime,949,Heat,7.918,['US'],60000000,187400000,tt0113277,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.
Crime,234,The Cabinet of Dr. Caligari,7.915,['DE'],18000,8811,tt0010323,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders."
Crime,829,Chinatown,7.909,['US'],6000000,30000000,tt0071315,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."
Crime,944401,Dogman,7.906,"['FR', 'US']",22700000,4082217,tt17009348,"A boy, bruised by life, finds his salvation through the love of his dogs."
Crime,654,On the Waterfront,7.9,['US'],910000,960000,tt0047296,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims."
Crime,20271,Divorce Italian Style,7.905,['IT'],0,0,tt0055913,"A married Sicilian baron falls in love with his cousin and vows to wed her, but with divorce illegal he must concoct a crime of passion to do away with his wife."
Crime,250658,The Internet's Own Boy: The Story of Aaron Swartz,7.894,['US'],0,48911,tt3268458,"The story of programming prodigy and information activist Aaron Swartz, who took his own life at the age of 26."
Crime,455714,Bad Genius,7.9,['TH'],1839169,42350000,tt6788942,"Lynn, a genius high school student who makes money by cheating tests, receives a new task that leads her to set foot on Sydney, Australia. In order to complete the millions-Baht task, Lynn and her classmates have to finish the int..."
Crime,51482,Death Note Relight 1: Visions of a God,7.9,['JP'],0,0,tt3355694,See the world of Death Note through Ryuk's point of view.
Crime,52629,El Infierno,7.882,['MX'],0,6703873,tt1692190,"After being deported back to Mexico, a man has no choice but to join the vicious drug cartel that has corrupted his hometown in order to survive."
Crime,393,Kill Bill: Vol. 2,7.9,['US'],30000000,152159461,tt0378194,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
Crime,3112,The Night of the Hunter,7.872,['US'],795000,0,tt0048424,"A self-proclaimed preacher marries a gullible widow whose young children are reluctant to tell him where their real dad hid the $10,000 he'd stolen in a robbery."
Crime,11293,Paper Moon,7.9,['US'],2500000,30900000,tt0070510,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
Crime,16,Dancer in the Dark,7.867,"['DK', 'FI', 'FR', 'DE', 'IS', 'NL', 'NO', 'SE']",12500000,40061153,tt0168629,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.
Crime,1607,A Bronx Tale,7.865,['US'],22000000,17287898,tt0106489,"An intense drama about a boy torn between his tough, hard-working father and a violent yet charismatic crime boss."
Crime,522212,Just Mercy,7.862,['US'],25000000,50401502,tt4916630,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.
Crime,714888,Argentina 1985,7.86,"['AR', 'GB']",20000000,58424000,tt15301048,A team of lawyers takes on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.
Crime,275,Fargo,7.858,"['GB', 'US']",7000000,60611975,tt0116282,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
Crime,505192,Shoplifters,7.9,['JP'],0,0,tt8075192,"On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar exist..."
Crime,235,Stand by Me,7.851,['US'],8000000,52300000,tt0092005,A writer recounts a childhood journey with his friends to find the body of a missing boy.
Crime,801058,Seaspiracy,7.847,"['FO', 'JP', 'GB', 'US']",0,0,tt14152756,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species - and uncovers alarming global corruption."
Crime,546554,Knives Out,7.8,['US'],40000000,312897920,tt8946378,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate."
Crime,430424,See You Up There,7.8,"['CA', 'FR']",23000000,15100000,tt5258850,"In November 1919, two soldiers--a disfigured but brilliant artist and an ex-accountant--start a memorial con. But in Roaring Twenties France, their adventures soon turn dangerous."
Crime,968,Dog Day Afternoon,7.844,['US'],1800000,46665856,tt0072890,"Three amateur robbers plan to hold up a Brooklyn bank. A nice, simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wr..."
Crime,379170,Sherlock: The Abominable Bride,7.841,['GB'],0,0,tt3845232,Sherlock Holmes and Dr. Watson find themselves in 1890s London in this Christmas special.
Crime,115,The Big Lebowski,7.8,"['GB', 'US']",15000000,47010480,tt0118715,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
Crime,5924,Papillon,7.8,['US'],12000000,53267000,tt0070511,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape."
Crime,93,Anatomy of a Murder,7.837,['US'],2000000,8000000,tt0052561,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?"
Crime,6075,Carlito's Way,7.8,['US'],30000000,63800000,tt0106519,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
Crime,581528,"The Gangster, the Cop, the Devil",7.8,['KR'],6500000,25775371,tt10208198,A crime boss teams up with a cop to track down a serial killer.
Crime,152742,The Best Offer,7.8,['IT'],13500000,19255873,tt1924396,"Virgil Oldman, a wealthy art auctioneer, takes the help of a young artificer, Robert, to understand and woo Claire Ibbetson, a young heiress, who hires him to auction off an antique collection."
Crime,10775,Infernal Affairs,7.8,['HK'],6400000,8836958,tt0338564,"Chen Wing Yan, a policeman, successfully infiltrates a gang while Lau Kin Ming, a tried member, becomes a mole in the police force. However, things change when both of them must seek each other out."
Crime,47931,Elite Squad: The Enemy Within,7.8,['BR'],0,63027681,tt1555149,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
Crime,107,Snatch,7.814,['GB'],10000000,83600000,tt0208092,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
Crime,1280,3-Iron,7.8,"['KR', 'JP']",0,3403957,tt0423866,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
Crime,2721,Z,7.8,"['DZ', 'FR']",0,83305,tt0065234,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.
Crime,2118,L.A. Confidential,7.794,['US'],35000000,126216940,tt0119488,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
Crime,359156,Don't Be Bad,7.789,['IT'],0,0,tt1167611,"Vittorio and Cesare are brothers for life, but their friendship is put to the test in their search for wealth."
Crime,71157,Polisse,7.786,['FR'],0,20374201,tt1661420,A journalist covering police assigned to a juvenile division enters into an affair with one of her subjects.
Crime,49026,The Dark Knight Rises,7.784,"['GB', 'US']",250000000,1081041287,tt1345836,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again."
Crime,934,Rififi,7.8,['FR'],200000,460000,tt0048021,"Four men plan a technically perfect crime, but the human element intervenes..."
